ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-12-06 23:00:00,19128.42698503774,18316.518125985807,22565.093763060606,19128.42698503774,19128.42698503774,1256.7334366942991,1256.7334366942991,1256.7334366942991,2151.9820895803236,2151.9820895803236,2151.9820895803236,-895.2486528860244,-895.2486528860244,-895.2486528860244,0.0,0.0,0.0,20385.16042173204
2025-12-07 00:00:00,19127.27385619092,18502.47185701536,22803.34864024734,19127.27385619092,19127.27385619092,1549.5506091665363,1549.5506091665363,1549.5506091665363,2462.196603294736,2462.196603294736,2462.196603294736,-912.6459941282002,-912.6459941282002,-912.6459941282002,0.0,0.0,0.0,20676.82446535746
2025-12-07 01:00:00,19126.120727344107,18354.084537658695,22643.85521167217,19126.120727344107,19126.120727344107,1346.172759014399,1346.172759014399,1346.172759014399,2272.2153877130877,2272.2153877130877,2272.2153877130877,-926.0426286986885,-926.0426286986885,-926.0426286986885,0.0,0.0,0.0,20472.293486358507
2025-12-07 02:00:00,19124.967598497286,17477.45074334513,22097.31007580077,19124.967598497286,19124.967598497286,695.9182045452942,695.9182045452942,695.9182045452942,1631.2933170021067,1631.2933170021067,1631.2933170021067,-935.3751124568122,-935.3751124568122,-935.3751124568122,0.0,0.0,0.0,19820.88580304258
2025-12-07 03:00:00,19123.814469650468,16599.493388390634,21128.520474974473,19123.814469650468,19123.814469650468,-177.16033622941137,-177.16033622941137,-177.16033622941137,763.4549547090423,763.4549547090423,763.4549547090423,-940.6152909384539,-940.6152909384539,-940.6152909384539,0.0,0.0,0.0,18946.654133421056
2025-12-07 04:00:00,19122.661340803654,16008.087356040316,20330.162706907908,19122.661340803654,19122.661340803654,-1034.2896693594062,-1034.2896693594062,-1034.2896693594062,-92.51929656597918,-92.51929656597918,-92.51929656597918,-941.770372793427,-941.770372793427,-941.770372793427,0.0,0.0,0.0,18088.37167144425
2025-12-07 05:00:00,19121.508211956832,15143.480591919535,19689.424037294204,19121.508211956832,19121.508211956832,-1756.3141937224016,-1756.3141937224016,-1756.3141937224016,-817.43158264316,-817.43158264316,-817.43158264316,-938.8826110792417,-938.8826110792417,-938.8826110792417,0.0,0.0,0.0,17365.19401823443
2025-12-07 06:00:00,19120.35508311002,14679.619164018644,18787.882067723505,19120.35508311002,19120.35508311002,-2343.149451318211,-2343.149451318211,-2343.149451318211,-1411.1208538879705,-1411.1208538879705,-1411.1208538879705,-932.0285974302403,-932.0285974302403,-932.0285974302403,0.0,0.0,0.0,16777.205631791807
2025-12-07 07:00:00,19119.2019542632,14283.840845813846,18575.20457007665,19119.2019542632,19119.2019542632,-2803.251493890863,-2803.251493890863,-2803.251493890863,-1881.9333151400438,-1881.9333151400438,-1881.9333151400438,-921.3181787508192,-921.3181787508192,-921.3181787508192,0.0,0.0,0.0,16315.950460372338
2025-12-07 08:00:00,19118.048825416383,14050.122320489325,18246.50159571581,19118.048825416383,19118.048825416383,-3062.639788571596,-3062.639788571596,-3062.639788571596,-2155.7467779673098,-2155.7467779673098,-2155.7467779673098,-906.8930106042856,-906.8930106042856,-906.8930106042856,0.0,0.0,0.0,16055.409036844787
2025-12-07 09:00:00,19116.895696569565,13998.033030574285,18412.227685749993,19116.895696569565,19116.895696569565,-2996.6495078548633,-2996.6495078548633,-2996.6495078548633,-2107.724742142113,-2107.724742142113,-2107.724742142113,-888.9247657127505,-888.9247657127505,-888.9247657127505,0.0,0.0,0.0,16120.246188714702
2025-12-07 10:00:00,19115.742567722747,14528.91156078435,18559.009011986,19115.742567722747,19115.742567722747,-2558.141481844357,-2558.141481844357,-2558.141481844357,-1690.5284616628653,-1690.5284616628653,-1690.5284616628653,-867.6130201814913,-867.6130201814913,-867.6130201814913,0.0,0.0,0.0,16557.601085878392
2025-12-07 11:00:00,19114.589438875933,15024.319894069144,19403.792558872912,19114.589438875933,19114.589438875933,-1872.540083554048,-1872.540083554048,-1872.540083554048,-1029.357239830556,-1029.357239830556,-1029.357239830556,-843.1828437234925,-843.1828437234925,-843.1828437234925,0.0,0.0,0.0,17242.049355321884
2025-12-07 12:00:00,19113.436310029112,15926.450966703307,20013.94054497949,19113.436310029112,19113.436310029112,-1195.3282338955541,-1195.3282338955541,-1195.3282338955541,-379.44611016235837,-379.44611016235837,-379.44611016235837,-815.8821237331957,-815.8821237331957,-815.8821237331957,0.0,0.0,0.0,17918.108076133558
2025-12-07 13:00:00,19112.283181182294,16129.823778772698,20557.380037152787,19112.283181182294,19112.283181182294,-756.6176040176312,-756.6176040176312,-756.6176040176312,29.361052096509688,29.361052096509688,29.361052096509688,-785.9786561141406,-785.9786561141406,-785.9786561141406,0.0,0.0,0.0,18355.665577164662
