ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-12-31 11:00:00,18449.237852135193,15789.642858263232,20131.803838396674,18449.237852135193,18449.237852135193,-463.13529407375415,-463.13529407375415,-463.13529407375415,-1029.357239866083,-1029.357239866083,-1029.357239866083,566.2219457923289,566.2219457923289,566.2219457923289,0.0,0.0,0.0,17986.10255806144
2025-12-31 12:00:00,18448.08332155817,16376.07296930794,20797.914110089983,18448.08332155817,18448.08332155817,189.61614966644584,189.61614966644584,189.61614966644584,-379.4461101629405,-379.4461101629405,-379.4461101629405,569.0622598293862,569.0622598293862,569.0622598293862,0.0,0.0,0.0,18637.699471224616
2025-12-31 13:00:00,18446.92879098115,16829.9876146598,21229.77601640252,18446.92879098115,18446.92879098115,599.1843789071305,599.1843789071305,599.1843789071305,29.361052099189763,29.361052099189763,29.361052099189763,569.8233268079407,569.8233268079407,569.8233268079407,0.0,0.0,0.0,19046.113169888282
2025-12-31 14:00:00,18445.774260404127,16981.44216852571,21450.292871046644,18445.774260404127,18445.774260404127,698.6674243792364,698.6674243792364,698.6674243792364,130.15505857224866,130.15505857224866,130.15505857224866,568.5123658069878,568.5123658069878,568.5123658069878,0.0,0.0,0.0,19144.441684783364
2025-12-31 15:00:00,18444.619729827104,16863.145146536084,21189.630607344858,18444.619729827104,18444.619729827104,592.0273530777629,592.0273530777629,592.0273530777629,26.866608256257084,26.866608256257084,26.866608256257084,565.1607448215059,565.1607448215059,565.1607448215059,0.0,0.0,0.0,19036.647082904867
2025-12-31 16:00:00,18443.465199250084,16869.93717724058,21139.285333412183,18443.465199250084,18443.465199250084,443.00012771315767,443.00012771315767,443.00012771315767,-116.82359361655804,-116.82359361655804,-116.82359361655804,559.8237213297158,559.8237213297158,559.8237213297158,0.0,0.0,0.0,18886.46532696324
2025-12-31 17:00:00,18442.31066867306,16787.110038632825,20904.704086258076,18442.31066867306,18442.31066867306,359.34581523248806,359.34581523248806,359.34581523248806,-193.23403964402974,-193.23403964402974,-193.23403964402974,552.5798548765177,552.5798548765177,552.5798548765177,0.0,0.0,0.0,18801.65648390555
2025-12-31 18:00:00,18441.15613809604,16737.881368124265,21132.51877389424,18441.15613809604,18441.15613809604,372.48971349239713,372.48971349239713,372.48971349239713,-171.04038470616823,-171.04038470616823,-171.04038470616823,543.5300981985655,543.5300981985655,543.5300981985655,0.0,0.0,0.0,18813.645851588437
2025-12-31 19:00:00,18440.00160751902,16812.555939257716,21152.932680188787,18440.00160751902,18440.00160751902,501.78348009672095,501.78348009672095,501.78348009672095,-31.013097593807657,-31.013097593807657,-31.013097593807657,532.7965776905286,532.7965776905286,532.7965776905286,0.0,0.0,0.0,18941.785087615743
2025-12-31 20:00:00,18438.847076942,17092.24809439855,21447.59532462132,18438.847076942,18438.847076942,802.8602530833325,802.8602530833325,802.8602530833325,282.3391749797017,282.3391749797017,282.3391749797017,520.5210781036309,520.5210781036309,520.5210781036309,0.0,0.0,0.0,19241.707330025332
2025-12-31 21:00:00,18437.69254636498,17742.46268439237,22074.173595333523,18437.69254636498,18437.69254636498,1323.6771750027635,1323.6771750027635,1323.6771750027635,816.8139246567217,816.8139246567217,816.8139246567217,506.86325034604187,506.86325034604187,506.86325034604187,0.0,0.0,0.0,19761.36972136774
2025-12-31 22:00:00,18436.538015787955,18243.02863061144,22634.297621926955,18436.538015787955,18436.538015787955,2003.2398896628627,2003.2398896628627,2003.2398896628627,1511.241324739655,1511.241324739655,1511.241324739655,491.9985649232075,491.9985649232075,491.9985649232075,0.0,0.0,0.0,20439.777905450817
2025-12-31 23:00:00,18435.383485210932,18991.276768434484,23289.921807040464,18435.383485210932,18435.383485210932,2628.0981265610285,2628.0981265610285,2628.0981265610285,2151.982089591135,2151.982089591135,2151.982089591135,476.11603696989374,476.11603696989374,476.11603696989374,0.0,0.0,0.0,21063.48161177196
2026-01-01 00:00:00,18434.228954633913,19139.003153568512,23302.820118312386,18434.228954633913,18434.228954633913,2921.612355261619,2921.612355261619,2921.612355261619,2462.196603298501,2462.196603298501,2462.196603298501,459.415751963118,459.415751963118,459.415751963118,0.0,0.0,0.0,21355.84130989553
2026-01-01 01:00:00,18433.07442405689,19211.469321705175,23430.522445986302,18433.07442405689,18433.07442405689,2714.3216115750715,2714.3216115750715,2714.3216115750715,2272.2153877007427,2272.2153877007427,2272.2153877007427,442.1062238743286,442.1062238743286,442.1062238743286,0.0,0.0,0.0,21147.396035631962
2026-01-01 02:00:00,18431.919893479866,18272.420695901998,22747.069021085015,18431.919893479866,18431.919893479866,2055.6949368439987,2055.6949368439987,2055.6949368439987,1631.2933169831758,1631.2933169831758,1631.2933169831758,424.4016198608222,424.4016198608222,424.4016198608222,0.0,0.0,0.0,20487.614830323866
2026-01-01 03:00:00,18430.765362902846,17419.2760440504,21728.119938904005,18430.765362902846,18430.765362902846,1169.9738421724376,1169.9738421724376,1169.9738421724376,763.4549546896329,763.4549546896329,763.4549546896329,406.51888748280453,406.51888748280453,406.51888748280453,0.0,0.0,0.0,19600.739205075282
2026-01-01 04:00:00,18429.610832325823,16567.505500957694,20863.878263091745,18429.610832325823,18429.610832325823,296.15552527666154,296.15552527666154,296.15552527666154,-92.51929658081117,-92.51929658081117,-92.51929658081117,388.6748218574727,388.6748218574727,388.6748218574727,0.0,0.0,0.0,18725.766357602486
2026-01-01 05:00:00,18428.4563017488,15716.223158251309,20067.397326189788,18428.4563017488,18428.4563017488,-446.34847154337285,-446.34847154337285,-446.34847154337285,-817.431582660034,-817.431582660034,-817.431582660034,371.08311111666114,371.08311111666114,371.08311111666114,0.0,0.0,0.0,17982.107830205427
2026-01-01 06:00:00,18427.30177117178,15234.12282162207,19353.501902126005,18427.30177117178,18427.30177117178,-1057.1694549595218,-1057.1694549595218,-1057.1694549595218,-1411.1208538976045,-1411.1208538976045,-1411.1208538976045,353.9513989380829,353.9513989380829,353.9513989380829,0.0,0.0,0.0,17370.132316212257
2026-01-01 07:00:00,18426.14724059476,14670.386380392563,18924.09781211348,18426.14724059476,18426.14724059476,-1544.4549121499601,-1544.4549121499601,-1544.4549121499601,-1881.933315148156,-1881.933315148156,-1881.933315148156,337.4784029981959,337.4784029981959,337.4784029981959,0.0,0.0,0.0,16881.692328444802
2026-01-01 08:00:00,18424.992710017737,14453.6417600093,18741.809345514146,18424.992710017737,18424.992710017737,-1833.895650458496,-1833.895650458496,-1833.895650458496,-2155.7467779679,-2155.7467779679,-2155.7467779679,321.8511275094038,321.8511275094038,321.8511275094038,0.0,0.0,0.0,16591.09705955924
2026-01-01 09:00:00,18423.838179440718,14487.527529589623,18621.95670877803,18423.838179440718,18423.838179440718,-1800.4825350734964,-1800.4825350734964,-1800.4825350734964,-2107.7247421399056,-2107.7247421399056,-2107.7247421399056,307.24220706640915,307.24220706640915,307.24220706640915,0.0,0.0,0.0,16623.35564436722
2026-01-01 10:00:00,18422.683648863695,14869.484704003422,19249.35496204369,18422.683648863695,18422.683648863695,-1396.721044110657,-1396.721044110657,-1396.721044110657,-1690.5284616487288,-1690.5284616487288,-1690.5284616487288,293.80741753807155,293.80741753807155,293.80741753807155,0.0,0.0,0.0,17025.962604753036
2026-01-01 11:00:00,18421.52911828667,15653.693553479303,19704.692008518472,18421.52911828667,18421.52911828667,-747.6738522427808,-747.6738522427808,-747.6738522427808,-1029.3572398544184,-1029.3572398544184,-1029.3572398544184,281.6833876116378,281.6833876116378,281.6833876116378,0.0,0.0,0.0,17673.85526604389
2026-01-01 12:00:00,18420.37458770965,16237.417689145617,20431.18098246093,18420.37458770965,18420.37458770965,-108.46056774451243,-108.46056774451243,-108.46056774451243,-379.44611015267867,-379.44611015267867,-379.44611015267867,270.9855424081661,270.9855424081661,270.9855424081661,0.0,0.0,0.0,18311.91401996514
2026-01-01 13:00:00,18419.22005713263,16480.71295585895,20669.279455405955,18419.22005713263,18419.22005713263,291.1673596689597,291.1673596689597,291.1673596689597,29.361052104724976,29.361052104724976,29.361052104724976,261.8063075642348,261.8063075642348,261.8063075642348,0.0,0.0,0.0,18710.387416801586
2026-01-01 14:00:00,18418.065526555605,16765.48051052551,21218.784625997963,18418.065526555605,18418.065526555605,384.3686576684142,384.3686576684142,384.3686576684142,130.1550585733578,130.1550585733578,130.1550585733578,254.2135990950565,254.2135990950565,254.2135990950565,0.0,0.0,0.0,18802.43418422402
2026-01-01 15:00:00,18416.910995978586,16427.18589399451,20817.004096904835,18416.910995978586,18416.910995978586,275.1162290392246,275.1162290392246,275.1162290392246,26.866608254232723,26.866608254232723,26.866608254232723,248.24962078499198,248.24962078499198,248.24962078499198,0.0,0.0,0.0,18692.02722501781
2026-01-01 16:00:00,18415.756465401562,16444.707812485573,20778.82655758074,18415.756465401562,18415.756465401562,127.10639341966487,127.10639341966487,127.10639341966487,-116.82359361965125,-116.82359361965125,-116.82359361965125,243.92998703931616,243.92998703931616,243.92998703931616,0.0,0.0,0.0,18542.862858821227
2026-01-01 17:00:00,18414.601934824543,16234.078311421263,20488.799076710347,18414.601934824543,18414.601934824543,48.00914542180923,48.00914542180923,48.00914542180923,-193.2340396429096,-193.2340396429096,-193.2340396429096,241.24318506471892,241.24318506471892,241.24318506471892,0.0,0.0,0.0,18462.61108024635
2026-01-01 18:00:00,18413.447404247523,16356.293038937396,20587.773574628205,18413.447404247523,18413.447404247523,69.11000127902113,69.11000127902113,69.11000127902113,-171.04038470911195,-171.04038470911195,-171.04038470911195,240.15038598813297,240.15038598813297,240.15038598813297,0.0,0.0,0.0,18482.557405526542
2026-01-01 19:00:00,18412.2928736705,16505.183793058484,20777.620159173784,18412.2928736705,18412.2928736705,209.57251255897106,209.57251255897106,209.57251255897106,-31.013097590138713,-31.013097590138713,-31.013097590138713,240.58561014910956,240.58561014910956,240.58561014910956,0.0,0.0,0.0,18621.86538622947
2026-01-01 20:00:00,18411.13834309348,16695.372376006944,21026.987692625233,18411.13834309348,18411.13834309348,524.7954222637843,524.7954222637843,524.7954222637843,282.33917496318486,282.33917496318486,282.33917496318486,242.45624730059953,242.45624730059953,242.45624730059953,0.0,0.0,0.0,18935.933765357266
2026-01-01 21:00:00,18409.983812516457,17278.76330631099,21807.529962755245,18409.983812516457,18409.983812516457,1062.4578526040325,1062.4578526040325,1062.4578526040325,816.8139246317351,816.8139246317351,816.8139246317351,245.6439279722974,245.6439279722974,245.6439279722974,0.0,0.0,0.0,19472.44166512049
2026-01-01 22:00:00,18408.829281939434,17964.39540142108,22147.213203820487,18408.829281939434,18408.829281939434,1761.2470625117433,1761.2470625117433,1761.2470625117433,1511.241324748613,1511.241324748613,1511.241324748613,250.00573776312996,250.00573776312996,250.00573776312996,0.0,0.0,0.0,20170.076344451176
2026-01-01 23:00:00,18407.674751362414,18677.34696184105,22942.591782109084,18407.674751362414,18407.674751362414,2407.357851534042,2407.357851534042,2407.357851534042,2151.9820895708294,2151.9820895708294,2151.9820895708294,255.37576196321277,255.37576196321277,255.37576196321277,0.0,0.0,0.0,20815.032602896456
2026-01-02 00:00:00,18406.52022078539,19069.800167333055,23212.609877260093,18406.52022078539,18406.52022078539,2723.76354693328,2723.76354693328,2723.76354693328,2462.196603295699,2462.196603295699,2462.196603295699,261.566943637581,261.566943637581,261.566943637581,0.0,0.0,0.0,21130.28376771867
2026-01-02 01:00:00,18405.35483274922,18623.558273981267,23162.845390838007,18405.35483274922,18405.35483274922,2540.5886219937265,2540.5886219937265,2540.5886219937265,2272.2153877180713,2272.2153877180713,2272.2153877180713,268.3732342756552,268.3732342756552,268.3732342756552,0.0,0.0,0.0,20945.94345474295
2026-01-02 02:00:00,18404.189444713047,18238.217005883835,22511.06112595533,18404.189444713047,18404.189444713047,1906.8653292839447,1906.8653292839447,1906.8653292839447,1631.2933169728167,1631.2933169728167,1631.2933169728167,275.57201231112776,275.57201231112776,275.57201231112776,0.0,0.0,0.0,20311.05477399699
2026-01-02 03:00:00,18403.024056676877,17383.467535061223,21694.725667338804,18403.024056676877,18403.024056676877,1046.3816960295221,1046.3816960295221,1046.3816960295221,763.45495472466,763.45495472466,763.45495472466,282.92674130486216,282.92674130486216,282.92674130486216,0.0,0.0,0.0,19449.4057527064
2026-01-02 04:00:00,18401.858668640703,16526.86227765594,20935.340318372007,18401.858668640703,18401.858668640703,197.6705398639818,197.6705398639818,197.6705398639818,-92.51929654956453,-92.51929654956453,-92.51929654956453,290.1898364135462,290.1898364135462,290.1898364135462,0.0,0.0,0.0,18599.529208504686
2026-01-02 05:00:00,18400.69328060453,15593.47888948343,20080.45740687977,18400.69328060453,18400.69328060453,-520.325877665468,-520.325877665468,-520.325877665468,-817.431582669335,-817.431582669335,-817.431582669335,297.10570500386694,297.10570500386694,297.10570500386694,0.0,0.0,0.0,17880.36740293906
2026-01-02 06:00:00,18399.52789256836,15084.344158757352,19391.58801952614,18399.52789256836,18399.52789256836,-1107.7069289947922,-1107.7069289947922,-1107.7069289947922,-1411.120853905492,-1411.120853905492,-1411.120853905492,303.4139249106996,303.4139249106996,303.4139249106996,0.0,0.0,0.0,17291.82096357357
2026-01-02 07:00:00,18398.362504532186,14681.920724744414,18981.852148183807,18398.362504532186,18398.362504532186,-1573.0807932646464,-1573.0807932646464,-1573.0807932646464,-1881.9333151327921,-1881.9333151327921,-1881.9333151327921,308.8525218681459,308.8525218681459,308.8525218681459,0.0,0.0,0.0,16825.28171126754
2026-01-02 08:00:00,18397.197116496012,14357.806396077465,18646.38307439774,18397.197116496012,18397.197116496012,-1842.5854716918216,-1842.5854716918216,-1842.5854716918216,-2155.7467779711847,-2155.7467779711847,-2155.7467779711847,313.16130627936326,313.16130627936326,313.16130627936326,0.0,0.0,0.0,16554.61164480419
2026-01-02 09:00:00,18396.03172845984,14618.53675886978,18720.286093068833,18396.03172845984,18396.03172845984,-1791.6395136608853,-1791.6395136608853,-1791.6395136608853,-2107.7247421316792,-2107.7247421316792,-2107.7247421316792,316.08522847079405,316.08522847079405,316.08522847079405,0.0,0.0,0.0,16604.392214798954
2026-01-02 10:00:00,18394.866340423665,15037.178642413674,19169.868842687207,18394.866340423665,18394.866340423665,-1373.1507504753738,-1373.1507504753738,-1373.1507504753738,-1690.5284616402091,-1690.5284616402091,-1690.5284616402091,317.3777111648353,317.3777111648353,317.3777111648353,0.0,0.0,0.0,17021.71558994829
2026-01-02 11:00:00,18393.700952387495,15510.840501881292,19887.143377084187,18393.700952387495,18393.700952387495,-712.5533218864844,-712.5533218864844,-712.5533218864844,-1029.3572398427536,-1029.3572398427536,-1029.3572398427536,316.8039179562691,316.8039179562691,316.8039179562691,0.0,0.0,0.0,17681.14763050101
2026-01-02 12:00:00,18392.53556435132,16008.15895973593,20711.232622338648,18392.53556435132,18392.53556435132,-65.30219298546346,-65.30219298546346,-65.30219298546346,-379.44611014241684,-379.44611014241684,-379.44611014241684,314.14391715695336,314.14391715695336,314.14391715695336,0.0,0.0,0.0,18327.23337136586
2026-01-02 13:00:00,18391.37017631515,16503.262586390327,20821.870961751403,18391.37017631515,18391.37017631515,338.5567535781687,338.5567535781687,338.5567535781687,29.36105211026019,29.36105211026019,29.36105211026019,309.19570146790846,309.19570146790846,309.19570146790846,0.0,0.0,0.0,18729.92692989332
2026-01-02 14:00:00,18390.204788278978,16643.296777955213,20967.59132245909,18390.204788278978,18390.204788278978,431.93308406273906,431.93308406273906,431.93308406273906,130.15505857013343,130.15505857013343,130.15505857013343,301.7780254926057,301.7780254926057,301.7780254926057,0.0,0.0,0.0,18822.13787234172
2026-01-02 15:00:00,18389.039400242807,16538.095282431732,20707.875851194767,18389.039400242807,18389.039400242807,318.59963343741356,318.59963343741356,318.59963343741356,26.86660825165068,26.86660825165068,26.86660825165068,291.7330251857628,291.7330251857628,291.7330251857628,0.0,0.0,0.0,18707.63903368022
2026-01-02 16:00:00,18387.874012206634,16422.494949788717,20762.558150121513,18387.874012206634,18387.874012206634,162.10499218992803,162.10499218992803,162.10499218992803,-116.82359361827663,-116.82359361827663,-116.82359361827663,278.9285858082047,278.9285858082047,278.9285858082047,0.0,0.0,0.0,18549.979004396562
2026-01-02 17:00:00,18386.70862417046,16440.814446654873,20608.86324647307,18386.70862417046,18386.70862417046,70.02638827152703,70.02638827152703,70.02638827152703,-193.2340396448195,-193.2340396448195,-193.2340396448195,263.26042791634643,263.26042791634643,263.26042791634643,0.0,0.0,0.0,18456.735012441986
2026-01-02 18:00:00,18385.54323613429,16325.226230952461,20750.374700969678,18385.54323613429,18385.54323613429,73.61349947389036,73.61349947389036,73.61349947389036,-171.0403847087979,-171.0403847087979,-171.0403847087979,244.65388418268816,244.65388418268816,244.65388418268816,0.0,0.0,0.0,18459.15673560818
2026-01-02 19:00:00,18384.377848098116,16449.03936379022,20813.875170358962,18384.377848098116,18384.377848098116,192.05224597114275,192.05224597114275,192.05224597114275,-31.013097586469385,-31.013097586469385,-31.013097586469385,223.06534355761224,223.06534355761224,223.06534355761224,0.0,0.0,0.0,18576.43009406926
2026-01-02 20:00:00,18383.212460061946,16840.79749240595,21158.50896569658,18383.212460061946,18383.212460061946,480.82251814055064,480.82251814055064,480.82251814055064,282.339174971226,282.339174971226,282.339174971226,198.48334316932463,198.48334316932463,198.48334316932463,0.0,0.0,0.0,18864.034978202497
2026-01-02 21:00:00,18382.047072025773,17212.289249983467,21470.77454392241,18382.047072025773,18382.047072025773,987.743217253298,987.743217253298,987.743217253298,816.8139246378897,816.8139246378897,816.8139246378897,170.92929261540817,170.92929261540817,170.92929261540817,0.0,0.0,0.0,19369.79028927907
2026-01-02 22:00:00,18380.8816839896,17908.00284126353,22246.20502827879,18380.8816839896,18380.8816839896,1651.6991444802452,1651.6991444802452,1651.6991444802452,1511.2413247612499,1511.2413247612499,1511.2413247612499,140.45781971899487,140.45781971899487,140.45781971899487,0.0,0.0,0.0,20032.580828469843
2026-01-02 23:00:00,18379.71629595343,18548.09402858234,22763.635882193663,18379.71629595343,18379.71629595343,2259.1388208916237,2259.1388208916237,2259.1388208916237,2151.9820895792022,2151.9820895792022,2151.9820895792022,107.15673131242062,107.15673131242062,107.15673131242062,0.0,0.0,0.0,20638.855116845054
2026-01-03 00:00:00,18378.550907917255,18580.796160807768,22943.531422329303,18378.550907917255,18378.550907917255,2533.3431906054284,2533.3431906054284,2533.3431906054284,2462.1966032957566,2462.1966032957566,2462.1966032957566,71.14658730967194,71.14658730967194,71.14658730967194,0.0,0.0,0.0,20911.894098522684
2026-01-03 01:00:00,18377.385519881085,18429.46651409198,23026.24363630387,18377.385519881085,18377.385519881085,2304.7952787363342,2304.7952787363342,2304.7952787363342,2272.215387709366,2272.215387709366,2272.215387709366,32.57989102696822,32.57989102696822,32.57989102696822,0.0,0.0,0.0,20682.18079861742
2026-01-03 02:00:00,18376.22013184491,17913.5988586976,22299.845421499238,18376.22013184491,18376.22013184491,1622.9332202755809,1622.9332202755809,1622.9332202755809,1631.2933170041094,1631.2933170041094,1631.2933170041094,-8.36009672852806,-8.36009672852806,-8.36009672852806,0.0,0.0,0.0,19999.15335212049
2026-01-03 03:00:00,18375.054743808738,16823.26468504839,21187.545465542247,18375.054743808738,18375.054743808738,711.9940470744018,711.9940470744018,711.9940470744018,763.4549547101149,763.4549547101149,763.4549547101149,-51.460907635713,-51.460907635713,-51.460907635713,0.0,0.0,0.0,19087.04879088314
2026-01-03 04:00:00,18373.889355772568,16052.256561686678,20316.5192306086,18373.889355772568,18373.889355772568,-189.00205984569186,-189.00205984569186,-189.00205984569186,-92.51929656601504,-92.51929656601504,-92.51929656601504,-96.4827632796768,-96.4827632796768,-96.4827632796768,0.0,0.0,0.0,18184.887295926877
2026-01-03 05:00:00,18372.723967736394,15071.648698933566,19462.50694868018,18372.723967736394,18372.723967736394,-960.5923819210466,-960.5923819210466,-960.5923819210466,-817.4315826437136,-817.4315826437136,-817.4315826437136,-143.16079927733298,-143.16079927733298,-143.16079927733298,0.0,0.0,0.0,17412.131585815347
2026-01-03 06:00:00,18371.55857970022,14609.308391181574,19009.216318755116,18371.55857970022,18371.55857970022,-1602.3284451765214,-1602.3284451765214,-1602.3284451765214,-1411.1208538844844,-1411.1208538844844,-1411.1208538844844,-191.20759129203714,-191.20759129203714,-191.20759129203714,0.0,0.0,0.0,16769.2301345237
2026-01-03 07:00:00,18370.393191664047,14167.528922424102,18356.644705142386,18370.393191664047,18370.393191664047,-2122.2492694834677,-2122.2492694834677,-2122.2492694834677,-1881.933315139373,-1881.933315139373,-1881.933315139373,-240.31595434409564,-240.31595434409564,-240.31595434409564,0.0,0.0,0.0,16248.14392218058
2026-01-03 08:00:00,18369.227803627877,13691.380279682468,17984.492957470615,18369.227803627877,18369.227803627877,-2445.9087616882816,-2445.9087616882816,-2445.9087616882816,-2155.7467779660137,-2155.7467779660137,-2155.7467779660137,-290.16198372226796,-290.16198372226796,-290.16198372226796,0.0,0.0,0.0,15923.319041939594
2026-01-03 09:00:00,18368.062415591703,13799.794843655465,17943.855851855034,18368.062415591703,18368.062415591703,-2448.133044732194,-2448.133044732194,-2448.133044732194,-2107.7247421409947,-2107.7247421409947,-2107.7247421409947,-340.4083025911988,-340.4083025911988,-340.4083025911988,0.0,0.0,0.0,15919.929370859509
2026-01-03 10:00:00,18366.89702755553,14118.342723039115,18366.809265574087,18366.89702755553,18366.89702755553,-2081.2359405589827,-2081.2359405589827,-2081.2359405589827,-1690.5284616627246,-1690.5284616627246,-1690.5284616627246,-390.70747889625807,-390.70747889625807,-390.70747889625807,0.0,0.0,0.0,16285.661086996546
2026-01-03 11:00:00,18365.73163951936,14811.664502095808,18990.548332508817,18365.73163951936,18365.73163951936,-1470.0628120369772,-1470.0628120369772,-1470.0628120369772,-1029.3572398310887,-1029.3572398310887,-1029.3572398310887,-440.70557220588853,-440.70557220588853,-440.70557220588853,0.0,0.0,0.0,16895.668827482383
2026-01-03 12:00:00,18364.566251483186,15104.973269621272,19751.18672707664,18364.566251483186,18364.566251483186,-869.4918794908058,-869.4918794908058,-869.4918794908058,-379.4461101642301,-379.4461101642301,-379.4461101642301,-490.0457693265756,-490.0457693265756,-490.0457693265756,0.0,0.0,0.0,17495.07437199238
2026-01-03 13:00:00,18363.400863447016,15651.324350619989,20033.172079310636,18363.400863447016,18363.400863447016,-509.01101444837394,-509.01101444837394,-509.01101444837394,29.36105210049232,29.36105210049232,29.36105210049232,-538.3720665488664,-538.3720665488664,-538.3720665488664,0.0,0.0,0.0,17854.389848998642
2026-01-03 14:00:00,18362.235475410842,15651.574762569413,20004.466306419235,18362.235475410842,18362.235475410842,-455.17789707910447,-455.17789707910447,-455.17789707910447,130.1550585705881,130.1550585705881,130.1550585705881,-585.3329556496927,-585.3329556496927,-585.3329556496927,0.0,0.0,0.0,17907.057578331736
2026-01-03 15:00:00,18361.07008737467,15509.488836173634,19827.421551125448,18361.07008737467,18361.07008737467,-603.7184625992475,-603.7184625992475,-603.7184625992475,26.866608249068502,26.866608249068502,26.866608249068502,-630.5850708483158,-630.5850708483158,-630.5850708483158,0.0,0.0,0.0,17757.35162477542
2026-01-03 16:00:00,18359.904699338498,15496.166295056468,19949.61742604116,18359.904699338498,18359.904699338498,-790.620347785562,-790.620347785562,-790.620347785562,-116.82359361356258,-116.82359361356258,-116.82359361356258,-673.7967541719994,-673.7967541719994,-673.7967541719994,0.0,0.0,0.0,17569.284351552935
2026-01-03 17:00:00,18358.739311302324,15049.885408083495,19672.79006680203,18358.739311302324,18358.739311302324,-907.8855374325348,-907.8855374325348,-907.8855374325348,-193.23403964096843,-193.23403964096843,-193.23403964096843,-714.6514977915664,-714.6514977915664,-714.6514977915664,0.0,0.0,0.0,17450.85377386979
2026-01-03 18:00:00,18357.573923266154,15405.564401761587,19567.040393923966,18357.573923266154,18357.573923266154,-923.8916079257804,-923.8916079257804,-923.8916079257804,-171.0403847084833,-171.0403847084833,-171.0403847084833,-752.851223217297,-752.851223217297,-752.851223217297,0.0,0.0,0.0,17433.682315340375
2026-01-03 19:00:00,18356.40853522998,15351.931220649823,19566.886646893698,18356.40853522998,18356.40853522998,-819.1324568496137,-819.1324568496137,-819.1324568496137,-31.01309758335815,-31.01309758335815,-31.01309758335815,-788.1193592662555,-788.1193592662555,-788.1193592662555,0.0,0.0,0.0,17537.276078380368
2026-01-03 20:00:00,18355.243147193807,15871.173251289683,19984.023606064195,18355.243147193807,18355.243147193807,-537.8645081443178,-537.8645081443178,-537.8645081443178,282.33917497926745,282.33917497926745,282.33917497926745,-820.2036831235853,-820.2036831235853,-820.2036831235853,0.0,0.0,0.0,17817.37863904949
2026-01-03 21:00:00,18354.077759157637,16138.759832320404,20448.755433140508,18354.077759157637,18354.077759157637,-32.06496693638269,-32.06496693638269,-32.06496693638269,816.813924649805,816.813924649805,816.813924649805,-848.8788915861878,-848.8788915861878,-848.8788915861878,0.0,0.0,0.0,18322.012792221256
2026-01-03 22:00:00,18352.912371121463,16645.278687654987,21018.664628117403,18352.912371121463,18352.912371121463,637.2924519185462,637.2924519185462,637.2924519185462,1511.2413247738875,1511.2413247738875,1511.2413247738875,-873.948872855341,-873.948872855341,-873.948872855341,0.0,0.0,0.0,18990.20482304001
2026-01-03 23:00:00,18351.746983085293,17424.221301931502,21692.4367630214,18351.746983085293,18351.746983085293,1256.7334367015812,1256.7334367015812,1256.7334367015812,2151.982089587576,2151.982089587576,2151.982089587576,-895.2486528859947,-895.2486528859947,-895.2486528859947,0.0,0.0,0.0,19608.480419786876
2026-01-04 00:00:00,18350.58159504912,17842.850695666413,22046.322622744592,18350.58159504912,18350.58159504912,1549.550609172582,1549.550609172582,1549.550609172582,2462.1966033002823,2462.1966033002823,2462.1966033002823,-912.6459941277003,-912.6459941277003,-912.6459941277003,0.0,0.0,0.0,19900.1322042217
2026-01-04 01:00:00,18349.416207012946,17448.69553953901,21849.98891220035,18349.416207012946,18349.416207012946,1346.1727590022278,1346.1727590022278,1346.1727590022278,2272.2153877006613,2272.2153877006613,2272.2153877006613,-926.0426286984336,-926.0426286984336,-926.0426286984336,0.0,0.0,0.0,19695.588966015173
2026-01-04 02:00:00,18348.250818976772,16880.268290046508,21166.731292404358,18348.250818976772,18348.250818976772,695.9182045335101,695.9182045335101,695.9182045335101,1631.2933169900705,1631.2933169900705,1631.2933169900705,-935.3751124565606,-935.3751124565606,-935.3751124565606,0.0,0.0,0.0,19044.169023510283
2026-01-04 03:00:00,18347.0854309406,16107.669589013145,20418.816459586207,18347.0854309406,18347.0854309406,-177.16033624266788,-177.16033624266788,-177.16033624266788,763.4549546955698,763.4549546955698,763.4549546955698,-940.6152909382379,-940.6152909382379,-940.6152909382379,0.0,0.0,0.0,18169.92509469793
2026-01-04 04:00:00,18345.92004290443,15155.24807158308,19479.86941385756,18345.92004290443,18345.92004290443,-1034.2896693712457,-1034.2896693712457,-1034.2896693712457,-92.51929657799758,-92.51929657799758,-92.51929657799758,-941.7703727932482,-941.7703727932482,-941.7703727932482,0.0,0.0,0.0,17311.630373533182
2026-01-04 05:00:00,18344.754654868255,14402.240220859423,18750.116561456933,18344.754654868255,18344.754654868255,-1756.3141937387568,-1756.3141937387568,-1756.3141937387568,-817.4315826587755,-817.4315826587755,-817.4315826587755,-938.8826110799811,-938.8826110799811,-938.8826110799811,0.0,0.0,0.0,16588.4404611295
2026-01-04 06:00:00,18343.589266832085,13930.958267745395,18311.99894790121,18343.589266832085,18343.589266832085,-2343.1494513219895,-2343.1494513219895,-2343.1494513219895,-1411.1208538923713,-1411.1208538923713,-1411.1208538923713,-932.0285974296183,-932.0285974296183,-932.0285974296183,0.0,0.0,0.0,16000.439815510095
