location_id,location_name,parameter,value,unit,date
648,Bklyn - PS 314,pm25,0.8,µg/m³,2016-03-12T08:00:00Z
648,Bklyn - PS 314,pm25,2.1,µg/m³,2016-03-12T09:00:00Z
648,Bklyn - PS 314,pm25,3.1,µg/m³,2016-03-12T10:00:00Z
648,Bklyn - PS 314,pm25,4.0,µg/m³,2016-03-12T11:00:00Z
648,Bklyn - PS 314,pm25,4.8,µg/m³,2016-03-12T12:00:00Z
648,Bklyn - PS 314,pm25,5.5,µg/m³,2016-03-12T13:00:00Z
648,Bklyn - PS 314,pm25,4.9,µg/m³,2016-03-12T14:00:00Z
648,Bklyn - PS 314,pm25,0.3,µg/m³,2016-03-12T15:00:00Z
648,Bklyn - PS 314,pm25,1.6,µg/m³,2016-03-12T16:00:00Z
648,Bklyn - PS 314,pm25,1.2,µg/m³,2016-03-12T17:00:00Z
648,Bklyn - PS 314,pm25,2.4,µg/m³,2016-03-12T18:00:00Z
648,Bklyn - PS 314,pm25,2.7,µg/m³,2016-03-12T19:00:00Z
648,Bklyn - PS 314,pm25,4.4,µg/m³,2016-03-12T20:00:00Z
648,Bklyn - PS 314,pm25,3.8,µg/m³,2016-03-12T21:00:00Z
648,Bklyn - PS 314,pm25,4.6,µg/m³,2016-03-12T22:00:00Z
648,Bklyn - PS 314,pm25,6.0,µg/m³,2016-03-12T23:00:00Z
648,Bklyn - PS 314,pm25,5.8,µg/m³,2016-03-13T00:00:00Z
648,Bklyn - PS 314,pm25,7.0,µg/m³,2016-03-13T01:00:00Z
648,Bklyn - PS 314,pm25,4.8,µg/m³,2016-03-13T02:00:00Z
648,Bklyn - PS 314,pm25,6.7,µg/m³,2016-03-13T03:00:00Z
648,Bklyn - PS 314,pm25,6.4,µg/m³,2016-03-13T04:00:00Z
648,Bklyn - PS 314,pm25,10.1,µg/m³,2016-03-13T05:00:00Z
648,Bklyn - PS 314,pm25,7.3,µg/m³,2016-03-13T06:00:00Z
648,Bklyn - PS 314,pm25,8.2,µg/m³,2016-03-13T07:00:00Z
648,Bklyn - PS 314,pm25,10.0,µg/m³,2016-03-13T08:00:00Z
648,Bklyn - PS 314,pm25,10.5,µg/m³,2016-03-13T09:00:00Z
648,Bklyn - PS 314,pm25,11.4,µg/m³,2016-03-13T10:00:00Z
648,Bklyn - PS 314,pm25,13.7,µg/m³,2016-03-13T11:00:00Z
648,Bklyn - PS 314,pm25,13.2,µg/m³,2016-03-13T12:00:00Z
648,Bklyn - PS 314,pm25,10.9,µg/m³,2016-03-13T13:00:00Z
648,Bklyn - PS 314,pm25,6.6,µg/m³,2016-03-13T14:00:00Z
648,Bklyn - PS 314,pm25,4.8,µg/m³,2016-03-13T15:00:00Z
648,Bklyn - PS 314,pm25,3.3,µg/m³,2016-03-13T16:00:00Z
648,Bklyn - PS 314,pm25,4.8,µg/m³,2016-03-13T17:00:00Z
648,Bklyn - PS 314,pm25,5.0,µg/m³,2016-03-13T18:00:00Z
648,Bklyn - PS 314,pm25,5.5,µg/m³,2016-03-13T19:00:00Z
648,Bklyn - PS 314,pm25,5.9,µg/m³,2016-03-13T20:00:00Z
648,Bklyn - PS 314,pm25,0.8,µg/m³,2016-03-16T17:00:00Z
648,Bklyn - PS 314,pm25,5.4,µg/m³,2016-03-23T03:00:00Z
648,Bklyn - PS 314,pm25,5.0,µg/m³,2016-03-23T04:00:00Z
648,Bklyn - PS 314,pm25,10.2,µg/m³,2016-03-23T17:00:00Z
648,Bklyn - PS 314,pm25,11.7,µg/m³,2016-03-23T18:00:00Z
648,Bklyn - PS 314,pm25,8.6,µg/m³,2016-03-23T20:00:00Z
648,Bklyn - PS 314,pm25,10.4,µg/m³,2016-03-23T21:00:00Z
648,Bklyn - PS 314,pm25,15.1,µg/m³,2016-03-23T22:00:00Z
648,Bklyn - PS 314,pm25,19.5,µg/m³,2016-03-23T23:00:00Z
648,Bklyn - PS 314,pm25,24.2,µg/m³,2016-03-24T01:00:00Z
648,Bklyn - PS 314,pm25,22.1,µg/m³,2016-03-24T02:00:00Z
648,Bklyn - PS 314,pm25,15.7,µg/m³,2016-03-24T03:00:00Z
648,Bklyn - PS 314,pm25,9.7,µg/m³,2016-03-24T04:00:00Z
648,Bklyn - PS 314,pm25,9.8,µg/m³,2016-03-24T05:00:00Z
648,Bklyn - PS 314,pm25,13.5,µg/m³,2016-03-24T06:00:00Z
648,Bklyn - PS 314,pm25,13.5,µg/m³,2016-03-24T07:00:00Z
648,Bklyn - PS 314,pm25,10.5,µg/m³,2016-03-24T08:00:00Z
648,Bklyn - PS 314,pm25,7.5,µg/m³,2016-03-24T09:00:00Z
648,Bklyn - PS 314,pm25,7.6,µg/m³,2016-03-24T10:00:00Z
648,Bklyn - PS 314,pm25,7.4,µg/m³,2016-03-24T11:00:00Z
648,Bklyn - PS 314,pm25,12.7,µg/m³,2016-03-25T00:00:00Z
648,Bklyn - PS 314,pm25,13.8,µg/m³,2016-03-25T01:00:00Z
648,Bklyn - PS 314,pm25,12.1,µg/m³,2016-03-25T02:00:00Z
648,Bklyn - PS 314,pm25,14.3,µg/m³,2016-03-25T03:00:00Z
648,Bklyn - PS 314,pm25,8.3,µg/m³,2016-03-25T04:00:00Z
648,Bklyn - PS 314,pm25,5.3,µg/m³,2016-03-25T05:00:00Z
648,Bklyn - PS 314,pm25,4.8,µg/m³,2016-03-25T06:00:00Z
648,Bklyn - PS 314,pm25,5.0,µg/m³,2016-03-25T07:00:00Z
648,Bklyn - PS 314,pm25,7.0,µg/m³,2016-03-25T08:00:00Z
648,Bklyn - PS 314,pm25,7.5,µg/m³,2016-03-25T09:00:00Z
648,Bklyn - PS 314,pm25,9.6,µg/m³,2016-03-25T10:00:00Z
648,Bklyn - PS 314,pm25,8.4,µg/m³,2016-03-25T11:00:00Z
648,Bklyn - PS 314,pm25,6.5,µg/m³,2016-03-25T12:00:00Z
648,Bklyn - PS 314,pm25,7.9,µg/m³,2016-03-25T13:00:00Z
648,Bklyn - PS 314,pm25,10.4,µg/m³,2016-03-25T14:00:00Z
648,Bklyn - PS 314,pm25,8.9,µg/m³,2016-03-25T15:00:00Z
648,Bklyn - PS 314,pm25,5.2,µg/m³,2016-03-26T14:00:00Z
648,Bklyn - PS 314,pm25,3.2,µg/m³,2016-03-26T15:00:00Z
648,Bklyn - PS 314,pm25,4.4,µg/m³,2016-03-26T16:00:00Z
648,Bklyn - PS 314,pm25,8.5,µg/m³,2016-03-26T17:00:00Z
648,Bklyn - PS 314,pm25,3.9,µg/m³,2016-03-26T18:00:00Z
648,Bklyn - PS 314,pm25,5.4,µg/m³,2016-03-26T19:00:00Z
648,Bklyn - PS 314,pm25,5.0,µg/m³,2016-03-26T20:00:00Z
648,Bklyn - PS 314,pm25,6.4,µg/m³,2016-03-26T21:00:00Z
648,Bklyn - PS 314,pm25,5.7,µg/m³,2016-03-26T23:00:00Z
648,Bklyn - PS 314,pm25,7.5,µg/m³,2016-03-27T00:00:00Z
662,Division Street,pm25,17.3,µg/m³,2016-03-10T07:00:00Z
662,Division Street,pm25,17.8,µg/m³,2016-03-10T08:00:00Z
662,Division Street,pm25,0.0,µg/m³,2016-03-11T15:00:00Z
662,Division Street,pm25,2.5,µg/m³,2016-03-11T16:00:00Z
662,Division Street,pm25,4.3,µg/m³,2016-03-11T17:00:00Z
662,Division Street,pm25,4.8,µg/m³,2016-03-11T18:00:00Z
662,Division Street,pm25,3.5,µg/m³,2016-03-11T20:00:00Z
662,Division Street,pm25,4.0,µg/m³,2016-03-11T21:00:00Z
662,Division Street,pm25,3.0,µg/m³,2016-03-11T22:00:00Z
662,Division Street,pm25,6.5,µg/m³,2016-03-11T23:00:00Z
662,Division Street,pm25,6.9,µg/m³,2016-03-12T00:00:00Z
662,Division Street,pm25,5.4,µg/m³,2016-03-12T01:00:00Z
662,Division Street,pm25,4.6,µg/m³,2016-03-12T02:00:00Z
662,Division Street,pm25,3.5,µg/m³,2016-03-12T03:00:00Z
662,Division Street,pm25,2.2,µg/m³,2016-03-12T04:00:00Z
662,Division Street,pm25,2.8,µg/m³,2016-03-12T05:00:00Z
662,Division Street,pm25,1.4,µg/m³,2016-03-12T06:00:00Z
662,Division Street,pm25,1.7,µg/m³,2016-03-12T07:00:00Z
662,Division Street,pm25,2.4,µg/m³,2016-03-12T08:00:00Z
662,Division Street,pm25,2.8,µg/m³,2016-03-12T09:00:00Z
662,Division Street,pm25,3.1,µg/m³,2016-03-12T10:00:00Z
662,Division Street,pm25,2.9,µg/m³,2016-03-12T11:00:00Z
662,Division Street,pm25,3.1,µg/m³,2016-03-12T12:00:00Z
662,Division Street,pm25,7.2,µg/m³,2016-03-12T13:00:00Z
662,Division Street,pm25,4.8,µg/m³,2016-03-12T14:00:00Z
662,Division Street,pm25,3.5,µg/m³,2016-03-12T15:00:00Z
662,Division Street,pm25,2.8,µg/m³,2016-03-12T16:00:00Z
662,Division Street,pm25,4.4,µg/m³,2016-03-12T17:00:00Z
662,Division Street,pm25,4.3,µg/m³,2016-03-12T18:00:00Z
662,Division Street,pm25,6.7,µg/m³,2016-03-12T19:00:00Z
662,Division Street,pm25,6.6,µg/m³,2016-03-12T20:00:00Z
662,Division Street,pm25,5.9,µg/m³,2016-03-12T21:00:00Z
662,Division Street,pm25,7.0,µg/m³,2016-03-12T22:00:00Z
662,Division Street,pm25,7.0,µg/m³,2016-03-12T23:00:00Z
662,Division Street,pm25,9.5,µg/m³,2016-03-13T00:00:00Z
662,Division Street,pm25,8.8,µg/m³,2016-03-13T01:00:00Z
662,Division Street,pm25,5.8,µg/m³,2016-03-13T02:00:00Z
662,Division Street,pm25,6.3,µg/m³,2016-03-13T03:00:00Z
662,Division Street,pm25,7.7,µg/m³,2016-03-13T04:00:00Z
662,Division Street,pm25,8.0,µg/m³,2016-03-13T05:00:00Z
662,Division Street,pm25,7.7,µg/m³,2016-03-13T06:00:00Z
662,Division Street,pm25,8.6,µg/m³,2016-03-13T07:00:00Z
662,Division Street,pm25,10.5,µg/m³,2016-03-13T08:00:00Z
662,Division Street,pm25,11.4,µg/m³,2016-03-13T09:00:00Z
662,Division Street,pm25,12.3,µg/m³,2016-03-13T10:00:00Z
662,Division Street,pm25,10.1,µg/m³,2016-03-13T11:00:00Z
662,Division Street,pm25,5.8,µg/m³,2016-03-13T12:00:00Z
662,Division Street,pm25,4.3,µg/m³,2016-03-13T13:00:00Z
662,Division Street,pm25,2.6,µg/m³,2016-03-13T14:00:00Z
662,Division Street,pm25,5.2,µg/m³,2016-03-13T15:00:00Z
662,Division Street,pm25,5.2,µg/m³,2016-03-13T16:00:00Z
662,Division Street,pm25,5.1,µg/m³,2016-03-13T17:00:00Z
662,Division Street,pm25,7.7,µg/m³,2016-03-13T18:00:00Z
662,Division Street,pm25,9.2,µg/m³,2016-03-13T19:00:00Z
662,Division Street,pm25,8.3,µg/m³,2016-03-13T20:00:00Z
662,Division Street,pm25,4.4,µg/m³,2016-03-16T17:00:00Z
662,Division Street,pm25,4.7,µg/m³,2016-03-22T07:00:00Z
662,Division Street,pm25,4.9,µg/m³,2016-03-22T08:00:00Z
662,Division Street,pm25,4.6,µg/m³,2016-03-22T09:00:00Z
662,Division Street,pm25,5.5,µg/m³,2016-03-22T10:00:00Z
662,Division Street,pm25,5.0,µg/m³,2016-03-22T11:00:00Z
662,Division Street,pm25,7.4,µg/m³,2016-03-23T03:00:00Z
662,Division Street,pm25,5.4,µg/m³,2016-03-23T04:00:00Z
662,Division Street,pm25,15.5,µg/m³,2016-03-23T17:00:00Z
662,Division Street,pm25,12.5,µg/m³,2016-03-23T18:00:00Z
662,Division Street,pm25,13.7,µg/m³,2016-03-23T20:00:00Z
662,Division Street,pm25,19.0,µg/m³,2016-03-23T21:00:00Z
662,Division Street,pm25,24.2,µg/m³,2016-03-23T22:00:00Z
662,Division Street,pm25,18.5,µg/m³,2016-03-23T23:00:00Z
662,Division Street,pm25,28.0,µg/m³,2016-03-24T01:00:00Z
662,Division Street,pm25,32.8,µg/m³,2016-03-24T02:00:00Z
662,Division Street,pm25,21.2,µg/m³,2016-03-24T03:00:00Z
662,Division Street,pm25,9.0,µg/m³,2016-03-24T04:00:00Z
662,Division Street,pm25,11.1,µg/m³,2016-03-24T05:00:00Z
662,Division Street,pm25,12.9,µg/m³,2016-03-24T06:00:00Z
662,Division Street,pm25,11.2,µg/m³,2016-03-24T07:00:00Z
662,Division Street,pm25,9.1,µg/m³,2016-03-24T08:00:00Z
662,Division Street,pm25,8.1,µg/m³,2016-03-24T09:00:00Z
662,Division Street,pm25,7.1,µg/m³,2016-03-24T10:00:00Z
662,Division Street,pm25,6.2,µg/m³,2016-03-24T11:00:00Z
662,Division Street,pm25,14.4,µg/m³,2016-03-25T00:00:00Z
662,Division Street,pm25,15.4,µg/m³,2016-03-25T01:00:00Z
662,Division Street,pm25,13.8,µg/m³,2016-03-25T02:00:00Z
662,Division Street,pm25,14.5,µg/m³,2016-03-25T03:00:00Z
662,Division Street,pm25,13.6,µg/m³,2016-03-25T04:00:00Z
662,Division Street,pm25,10.6,µg/m³,2016-03-25T05:00:00Z
662,Division Street,pm25,10.9,µg/m³,2016-03-25T06:00:00Z
662,Division Street,pm25,10.8,µg/m³,2016-03-25T07:00:00Z
662,Division Street,pm25,11.2,µg/m³,2016-03-25T08:00:00Z
662,Division Street,pm25,11.6,µg/m³,2016-03-25T09:00:00Z
662,Division Street,pm25,15.2,µg/m³,2016-03-25T10:00:00Z
662,Division Street,pm25,21.0,µg/m³,2016-03-25T11:00:00Z
662,Division Street,pm25,13.2,µg/m³,2016-03-25T12:00:00Z
662,Division Street,pm25,8.9,µg/m³,2016-03-25T13:00:00Z
662,Division Street,pm25,12.3,µg/m³,2016-03-25T14:00:00Z
662,Division Street,pm25,13.1,µg/m³,2016-03-25T15:00:00Z
662,Division Street,pm25,5.0,µg/m³,2016-03-26T14:00:00Z
662,Division Street,pm25,3.4,µg/m³,2016-03-26T15:00:00Z
662,Division Street,pm25,3.6,µg/m³,2016-03-26T16:00:00Z
662,Division Street,pm25,3.6,µg/m³,2016-03-26T17:00:00Z
664,Bklyn - PS274,pm25,15.4,µg/m³,2016-03-10T07:00:00Z
664,Bklyn - PS274,pm25,16.8,µg/m³,2016-03-10T08:00:00Z
664,Bklyn - PS274,pm25,1.4,µg/m³,2016-03-11T15:00:00Z
664,Bklyn - PS274,pm25,2.2,µg/m³,2016-03-11T16:00:00Z
664,Bklyn - PS274,pm25,3.7,µg/m³,2016-03-11T17:00:00Z
664,Bklyn - PS274,pm25,2.4,µg/m³,2016-03-11T18:00:00Z
664,Bklyn - PS274,pm25,2.7,µg/m³,2016-03-11T20:00:00Z
664,Bklyn - PS274,pm25,3.1,µg/m³,2016-03-11T21:00:00Z
664,Bklyn - PS274,pm25,1.2,µg/m³,2016-03-11T22:00:00Z
664,Bklyn - PS274,pm25,4.5,µg/m³,2016-03-11T23:00:00Z
664,Bklyn - PS274,pm25,3.5,µg/m³,2016-03-12T00:00:00Z
664,Bklyn - PS274,pm25,2.7,µg/m³,2016-03-12T01:00:00Z
664,Bklyn - PS274,pm25,3.7,µg/m³,2016-03-12T02:00:00Z
664,Bklyn - PS274,pm25,2.3,µg/m³,2016-03-12T03:00:00Z
664,Bklyn - PS274,pm25,2.0,µg/m³,2016-03-12T04:00:00Z
664,Bklyn - PS274,pm25,1.7,µg/m³,2016-03-12T05:00:00Z
664,Bklyn - PS274,pm25,1.2,µg/m³,2016-03-12T06:00:00Z
664,Bklyn - PS274,pm25,1.9,µg/m³,2016-03-12T07:00:00Z
664,Bklyn - PS274,pm25,2.3,µg/m³,2016-03-12T08:00:00Z
664,Bklyn - PS274,pm25,2.0,µg/m³,2016-03-12T09:00:00Z
664,Bklyn - PS274,pm25,3.2,µg/m³,2016-03-12T10:00:00Z
664,Bklyn - PS274,pm25,3.2,µg/m³,2016-03-12T11:00:00Z
664,Bklyn - PS274,pm25,4.1,µg/m³,2016-03-12T12:00:00Z
664,Bklyn - PS274,pm25,4.9,µg/m³,2016-03-12T13:00:00Z
664,Bklyn - PS274,pm25,2.1,µg/m³,2016-03-12T14:00:00Z
664,Bklyn - PS274,pm25,0.8,µg/m³,2016-03-12T15:00:00Z
664,Bklyn - PS274,pm25,2.2,µg/m³,2016-03-12T16:00:00Z
664,Bklyn - PS274,pm25,2.1,µg/m³,2016-03-12T17:00:00Z
664,Bklyn - PS274,pm25,2.5,µg/m³,2016-03-12T18:00:00Z
664,Bklyn - PS274,pm25,2.1,µg/m³,2016-03-12T19:00:00Z
664,Bklyn - PS274,pm25,3.5,µg/m³,2016-03-12T20:00:00Z
664,Bklyn - PS274,pm25,4.8,µg/m³,2016-03-12T21:00:00Z
664,Bklyn - PS274,pm25,6.2,µg/m³,2016-03-12T22:00:00Z
664,Bklyn - PS274,pm25,5.9,µg/m³,2016-03-12T23:00:00Z
664,Bklyn - PS274,pm25,6.7,µg/m³,2016-03-13T00:00:00Z
664,Bklyn - PS274,pm25,6.5,µg/m³,2016-03-13T01:00:00Z
664,Bklyn - PS274,pm25,7.6,µg/m³,2016-03-13T02:00:00Z
664,Bklyn - PS274,pm25,7.6,µg/m³,2016-03-13T03:00:00Z
664,Bklyn - PS274,pm25,6.7,µg/m³,2016-03-13T04:00:00Z
664,Bklyn - PS274,pm25,8.2,µg/m³,2016-03-13T05:00:00Z
664,Bklyn - PS274,pm25,8.1,µg/m³,2016-03-13T06:00:00Z
664,Bklyn - PS274,pm25,9.9,µg/m³,2016-03-13T07:00:00Z
664,Bklyn - PS274,pm25,9.9,µg/m³,2016-03-13T08:00:00Z
664,Bklyn - PS274,pm25,10.9,µg/m³,2016-03-13T09:00:00Z
664,Bklyn - PS274,pm25,11.2,µg/m³,2016-03-13T10:00:00Z
664,Bklyn - PS274,pm25,12.8,µg/m³,2016-03-13T11:00:00Z
664,Bklyn - PS274,pm25,11.1,µg/m³,2016-03-13T12:00:00Z
664,Bklyn - PS274,pm25,5.6,µg/m³,2016-03-13T13:00:00Z
664,Bklyn - PS274,pm25,2.1,µg/m³,2016-03-13T14:00:00Z
664,Bklyn - PS274,pm25,5.0,µg/m³,2016-03-13T15:00:00Z
664,Bklyn - PS274,pm25,3.1,µg/m³,2016-03-13T16:00:00Z
664,Bklyn - PS274,pm25,3.9,µg/m³,2016-03-13T17:00:00Z
664,Bklyn - PS274,pm25,5.6,µg/m³,2016-03-13T18:00:00Z
664,Bklyn - PS274,pm25,4.7,µg/m³,2016-03-13T19:00:00Z
664,Bklyn - PS274,pm25,5.8,µg/m³,2016-03-13T20:00:00Z
664,Bklyn - PS274,pm25,3.5,µg/m³,2016-03-16T17:00:00Z
664,Bklyn - PS274,pm25,3.7,µg/m³,2016-03-22T07:00:00Z
664,Bklyn - PS274,pm25,5.2,µg/m³,2016-03-22T08:00:00Z
664,Bklyn - PS274,pm25,4.7,µg/m³,2016-03-22T09:00:00Z
664,Bklyn - PS274,pm25,5.1,µg/m³,2016-03-22T10:00:00Z
664,Bklyn - PS274,pm25,6.9,µg/m³,2016-03-22T11:00:00Z
664,Bklyn - PS274,pm25,4.8,µg/m³,2016-03-23T03:00:00Z
664,Bklyn - PS274,pm25,3.8,µg/m³,2016-03-23T04:00:00Z
664,Bklyn - PS274,pm25,9.6,µg/m³,2016-03-23T17:00:00Z
664,Bklyn - PS274,pm25,9.0,µg/m³,2016-03-23T18:00:00Z
664,Bklyn - PS274,pm25,9.2,µg/m³,2016-03-23T20:00:00Z
664,Bklyn - PS274,pm25,10.5,µg/m³,2016-03-23T21:00:00Z
664,Bklyn - PS274,pm25,13.4,µg/m³,2016-03-23T22:00:00Z
664,Bklyn - PS274,pm25,16.2,µg/m³,2016-03-23T23:00:00Z
664,Bklyn - PS274,pm25,25.2,µg/m³,2016-03-24T01:00:00Z
664,Bklyn - PS274,pm25,22.0,µg/m³,2016-03-24T02:00:00Z
664,Bklyn - PS274,pm25,16.1,µg/m³,2016-03-24T03:00:00Z
664,Bklyn - PS274,pm25,10.1,µg/m³,2016-03-24T04:00:00Z
664,Bklyn - PS274,pm25,12.8,µg/m³,2016-03-24T05:00:00Z
664,Bklyn - PS274,pm25,11.5,µg/m³,2016-03-24T06:00:00Z
664,Bklyn - PS274,pm25,11.3,µg/m³,2016-03-24T07:00:00Z
664,Bklyn - PS274,pm25,9.0,µg/m³,2016-03-24T08:00:00Z
664,Bklyn - PS274,pm25,6.5,µg/m³,2016-03-24T09:00:00Z
664,Bklyn - PS274,pm25,9.7,µg/m³,2016-03-24T10:00:00Z
664,Bklyn - PS274,pm25,11.0,µg/m³,2016-03-24T11:00:00Z
664,Bklyn - PS274,pm25,12.2,µg/m³,2016-03-25T00:00:00Z
664,Bklyn - PS274,pm25,13.4,µg/m³,2016-03-25T01:00:00Z
664,Bklyn - PS274,pm25,12.1,µg/m³,2016-03-25T02:00:00Z
664,Bklyn - PS274,pm25,13.1,µg/m³,2016-03-25T03:00:00Z
664,Bklyn - PS274,pm25,9.9,µg/m³,2016-03-25T04:00:00Z
664,Bklyn - PS274,pm25,8.5,µg/m³,2016-03-25T05:00:00Z
664,Bklyn - PS274,pm25,11.9,µg/m³,2016-03-25T06:00:00Z
664,Bklyn - PS274,pm25,7.2,µg/m³,2016-03-25T07:00:00Z
664,Bklyn - PS274,pm25,7.2,µg/m³,2016-03-25T08:00:00Z
664,Bklyn - PS274,pm25,7.9,µg/m³,2016-03-25T09:00:00Z
664,Bklyn - PS274,pm25,10.3,µg/m³,2016-03-25T10:00:00Z
664,Bklyn - PS274,pm25,12.9,µg/m³,2016-03-25T11:00:00Z
664,Bklyn - PS274,pm25,12.8,µg/m³,2016-03-25T12:00:00Z
664,Bklyn - PS274,pm25,12.8,µg/m³,2016-03-25T13:00:00Z
664,Bklyn - PS274,pm25,14.9,µg/m³,2016-03-25T14:00:00Z
664,Bklyn - PS274,pm25,16.9,µg/m³,2016-03-25T15:00:00Z
664,Bklyn - PS274,pm25,4.8,µg/m³,2016-03-26T14:00:00Z
664,Bklyn - PS274,pm25,1.8,µg/m³,2016-03-26T15:00:00Z
664,Bklyn - PS274,pm25,1.7,µg/m³,2016-03-26T16:00:00Z
664,Bklyn - PS274,pm25,3.7,µg/m³,2016-03-26T17:00:00Z
665,Bronx - IS74,pm25,15.0,µg/m³,2016-03-10T07:00:00Z
665,Bronx - IS74,pm25,15.9,µg/m³,2016-03-10T08:00:00Z
665,Bronx - IS74,pm25,1.4,µg/m³,2016-03-11T15:00:00Z
665,Bronx - IS74,pm25,1.1,µg/m³,2016-03-11T16:00:00Z
665,Bronx - IS74,pm25,1.8,µg/m³,2016-03-11T17:00:00Z
665,Bronx - IS74,pm25,1.1,µg/m³,2016-03-11T18:00:00Z
665,Bronx - IS74,pm25,3.8,µg/m³,2016-03-11T20:00:00Z
665,Bronx - IS74,pm25,2.8,µg/m³,2016-03-11T21:00:00Z
665,Bronx - IS74,pm25,5.0,µg/m³,2016-03-11T22:00:00Z
665,Bronx - IS74,pm25,6.7,µg/m³,2016-03-11T23:00:00Z
665,Bronx - IS74,pm25,3.9,µg/m³,2016-03-12T00:00:00Z
665,Bronx - IS74,pm25,3.3,µg/m³,2016-03-12T01:00:00Z
665,Bronx - IS74,pm25,3.8,µg/m³,2016-03-12T02:00:00Z
665,Bronx - IS74,pm25,3.2,µg/m³,2016-03-12T03:00:00Z
665,Bronx - IS74,pm25,2.6,µg/m³,2016-03-12T04:00:00Z
665,Bronx - IS74,pm25,1.7,µg/m³,2016-03-12T05:00:00Z
665,Bronx - IS74,pm25,1.9,µg/m³,2016-03-12T06:00:00Z
665,Bronx - IS74,pm25,2.8,µg/m³,2016-03-12T07:00:00Z
665,Bronx - IS74,pm25,2.2,µg/m³,2016-03-12T08:00:00Z
665,Bronx - IS74,pm25,1.4,µg/m³,2016-03-12T09:00:00Z
665,Bronx - IS74,pm25,3.2,µg/m³,2016-03-12T10:00:00Z
665,Bronx - IS74,pm25,3.4,µg/m³,2016-03-12T11:00:00Z
665,Bronx - IS74,pm25,3.7,µg/m³,2016-03-12T12:00:00Z
665,Bronx - IS74,pm25,5.5,µg/m³,2016-03-12T13:00:00Z
665,Bronx - IS74,pm25,4.2,µg/m³,2016-03-12T14:00:00Z
665,Bronx - IS74,pm25,3.3,µg/m³,2016-03-12T15:00:00Z
665,Bronx - IS74,pm25,3.2,µg/m³,2016-03-12T16:00:00Z
665,Bronx - IS74,pm25,1.9,µg/m³,2016-03-12T17:00:00Z
665,Bronx - IS74,pm25,5.0,µg/m³,2016-03-12T18:00:00Z
665,Bronx - IS74,pm25,5.2,µg/m³,2016-03-12T19:00:00Z
665,Bronx - IS74,pm25,5.5,µg/m³,2016-03-12T20:00:00Z
665,Bronx - IS74,pm25,5.8,µg/m³,2016-03-12T21:00:00Z
665,Bronx - IS74,pm25,6.7,µg/m³,2016-03-12T22:00:00Z
665,Bronx - IS74,pm25,6.7,µg/m³,2016-03-12T23:00:00Z
665,Bronx - IS74,pm25,8.2,µg/m³,2016-03-13T00:00:00Z
665,Bronx - IS74,pm25,7.9,µg/m³,2016-03-13T01:00:00Z
665,Bronx - IS74,pm25,7.0,µg/m³,2016-03-13T02:00:00Z
665,Bronx - IS74,pm25,8.3,µg/m³,2016-03-13T03:00:00Z
665,Bronx - IS74,pm25,8.5,µg/m³,2016-03-13T04:00:00Z
665,Bronx - IS74,pm25,9.1,µg/m³,2016-03-13T05:00:00Z
665,Bronx - IS74,pm25,8.5,µg/m³,2016-03-13T06:00:00Z
665,Bronx - IS74,pm25,9.1,µg/m³,2016-03-13T07:00:00Z
665,Bronx - IS74,pm25,10.0,µg/m³,2016-03-13T08:00:00Z
665,Bronx - IS74,pm25,10.9,µg/m³,2016-03-13T09:00:00Z
665,Bronx - IS74,pm25,11.0,µg/m³,2016-03-13T10:00:00Z
665,Bronx - IS74,pm25,9.5,µg/m³,2016-03-13T11:00:00Z
665,Bronx - IS74,pm25,11.9,µg/m³,2016-03-13T12:00:00Z
665,Bronx - IS74,pm25,9.0,µg/m³,2016-03-13T13:00:00Z
665,Bronx - IS74,pm25,6.4,µg/m³,2016-03-13T14:00:00Z
665,Bronx - IS74,pm25,3.5,µg/m³,2016-03-13T15:00:00Z
665,Bronx - IS74,pm25,3.0,µg/m³,2016-03-13T16:00:00Z
665,Bronx - IS74,pm25,4.0,µg/m³,2016-03-13T17:00:00Z
665,Bronx - IS74,pm25,3.1,µg/m³,2016-03-13T18:00:00Z
665,Bronx - IS74,pm25,7.0,µg/m³,2016-03-13T19:00:00Z
665,Bronx - IS74,pm25,6.2,µg/m³,2016-03-13T20:00:00Z
665,Bronx - IS74,pm25,4.2,µg/m³,2016-03-16T17:00:00Z
665,Bronx - IS74,pm25,5.6,µg/m³,2016-03-22T07:00:00Z
665,Bronx - IS74,pm25,6.4,µg/m³,2016-03-22T08:00:00Z
665,Bronx - IS74,pm25,7.0,µg/m³,2016-03-22T09:00:00Z
665,Bronx - IS74,pm25,7.2,µg/m³,2016-03-22T10:00:00Z
665,Bronx - IS74,pm25,6.5,µg/m³,2016-03-22T11:00:00Z
665,Bronx - IS74,pm25,8.0,µg/m³,2016-03-23T03:00:00Z
665,Bronx - IS74,pm25,7.2,µg/m³,2016-03-23T04:00:00Z
665,Bronx - IS74,pm25,9.3,µg/m³,2016-03-23T17:00:00Z
665,Bronx - IS74,pm25,9.7,µg/m³,2016-03-23T18:00:00Z
665,Bronx - IS74,pm25,9.3,µg/m³,2016-03-23T20:00:00Z
665,Bronx - IS74,pm25,10.9,µg/m³,2016-03-23T21:00:00Z
665,Bronx - IS74,pm25,12.9,µg/m³,2016-03-23T22:00:00Z
665,Bronx - IS74,pm25,16.8,µg/m³,2016-03-23T23:00:00Z
